cliente_id,idade,renda_familiar,regiao,escolaridade,tem_negocio_proprio,score_credito,data_cadastro,usa_orientacao_financeira,perfil
3702,33,4386.66,Baixada,Superior,True,545,2024-10-16,True,B2
3703,43,4052.13,Zona Oeste,Médio,False,405,2024-03-15,False,B2
3704,44,3882.74,Zona Norte,Fundamental,False,537,2024-03-18,True,B2
3705,53,2363.36,Zona Leste,Médio,True,595,2024-07-25,False,C2
3706,43,2935.92,Zona Oeste,Médio,False,514,2024-12-04,False,B2
3707,33,2729.36,Zona Oeste,Médio,False,504,2024-06-06,True,B2
3708,25,2952.07,Baixada,Superior,False,494,2024-04-15,False,B2
3709,41,2340.69,Zona Leste,Médio,False,473,2024-03-03,True,C2
3710,40,800.0,Grande ABC,Médio,False,407,2024-03-20,True,C2
3711,48,3520.02,Zona Oeste,Médio,True,496,2024-07-28,True,B2
3712,39,3092.43,Zona Norte,Superior,False,558,2024-04-19,False,B2
3713,52,1706.56,Zona Leste,Médio,False,544,2024-11-25,True,C2
3714,29,2913.83,Grande ABC,Médio,False,583,2024-08-25,True,B2
3715,43,3371.15,Zona Oeste,Médio,False,494,2024-02-06,True,B2
3716,25,1476.66,Zona Oeste,Médio,True,485,2024-07-21,True,C2
3717,44,1998.8,Zona Sul,Superior,False,695,2024-05-11,True,C1
3718,38,1333.39,Zona Leste,Médio,False,550,2024-11-06,True,C2
3719,37,4072.08,Zona Norte,Médio,False,586,2024-09-14,False,B2
3720,35,3376.14,Zona Leste,Fundamental,False,511,2024-03-05,False,B2
3721,52,2934.83,Grande ABC,Médio,False,492,2024-06-29,True,B2
3722,28,2315.81,Zona Oeste,Médio,False,598,2024-11-12,True,C2
3723,53,3513.62,Zona Sul,Médio,True,510,2024-10-13,False,B2
3724,29,1654.08,Zona Norte,Fundamental,False,590,2024-01-15,True,C2
3725,29,2736.09,Zona Leste,Médio,False,415,2024-06-04,False,B2
3726,29,3077.18,Zona Oeste,Médio,True,440,2024-01-24,False,B2
3727,41,3358.97,Zona Leste,Médio,False,457,2024-03-05,True,B2
3728,52,1916.75,Zona Sul,Fundamental,True,606,2024-06-20,False,C2
3729,44,1988.27,Grande ABC,Superior,False,432,2024-10-22,True,C2
3730,27,2573.91,Grande ABC,Técnico,False,545,2024-12-30,True,B2
3731,47,2457.67,Zona Leste,Fundamental,False,529,2024-02-26,False,C2
3732,40,2544.12,Zona Sul,Médio,True,565,2024-05-06,True,B2
3733,34,2589.44,Zona Leste,Fundamental,False,543,2024-10-31,True,B2
3734,39,1818.88,Zona Sul,Técnico,False,502,2024-02-03,True,C2
3735,38,2888.75,Zona Oeste,Fundamental,False,575,2024-05-18,True,B2
3736,41,918.11,Zona Sul,Técnico,True,381,2024-05-01,False,C3
3737,36,2858.24,Zona Sul,Médio,False,471,2024-04-27,True,B2
3738,43,2359.33,Zona Norte,Superior,True,545,2024-10-20,False,C2
3739,54,1059.69,Grande ABC,Fundamental,False,440,2024-01-26,False,C2
3740,36,2192.85,Zona Sul,Médio,True,426,2024-07-12,True,C2
3741,43,3737.6,Grande ABC,Fundamental,False,462,2024-07-03,False,B2
3742,45,2085.48,Zona Sul,Médio,True,528,2024-08-20,True,C2
3743,40,3762.51,Zona Sul,Fundamental,True,524,2024-09-16,True,B2
3744,31,2601.64,Zona Oeste,Médio,False,541,2024-05-02,False,B2
3745,41,3193.16,Zona Sul,Médio,False,507,2024-09-28,True,B2
3746,40,2800.01,Zona Oeste,Fundamental,False,484,2024-10-15,True,B2
3747,49,2853.0,Zona Norte,Fundamental,False,363,2024-12-06,False,B3
3748,25,3840.47,Zona Oeste,Fundamental,False,590,2024-06-14,True,B2
3749,42,1231.78,Zona Norte,Médio,False,489,2024-10-23,True,C2
3750,52,1639.58,Zona Leste,Fundamental,True,405,2024-12-12,True,C2
3751,39,2499.4,Zona Norte,Fundamental,True,576,2024-01-31,True,C2
3752,25,1647.29,Zona Leste,Fundamental,True,575,2024-11-29,True,C2
3753,50,2967.16,Zona Oeste,Médio,True,665,2024-07-04,False,B1
3754,34,2437.69,Zona Norte,Técnico,True,586,2024-06-17,True,C2
3755,48,3499.35,Zona Sul,Superior,True,575,2024-11-25,True,B2
3756,53,3627.57,Zona Norte,Médio,True,634,2024-12-09,True,B2
3757,49,1882.18,Grande ABC,Médio,False,522,2024-04-09,False,C2
3758,30,1022.24,Zona Leste,Médio,True,516,2024-01-08,False,C2
3759,43,1610.06,Zona Oeste,Médio,True,591,2024-12-23,False,C2
3760,34,2850.52,Grande ABC,Médio,False,561,2024-07-01,True,B2
3761,42,800.0,Zona Leste,Médio,True,452,2024-12-30,True,C2
3762,30,5658.02,Zona Leste,Técnico,False,428,2024-09-25,True,A2
3763,28,1172.53,Zona Oeste,Fundamental,True,556,2024-01-15,False,C2
3764,37,3981.51,Zona Sul,Fundamental,True,372,2024-01-02,False,B3
3765,41,4889.13,Zona Sul,Superior,False,618,2024-12-10,False,B2
3766,39,1665.57,Zona Sul,Fundamental,True,571,2024-08-20,True,C2
3767,36,2899.72,Zona Leste,Fundamental,True,586,2024-04-27,True,B2
3768,40,1651.92,Zona Norte,Médio,True,556,2024-08-09,False,C2
3769,42,1554.41,Zona Leste,Médio,False,567,2024-02-12,True,C2
3770,35,824.9,Zona Norte,Médio,False,626,2024-08-05,True,C2
3771,43,1456.99,Zona Oeste,Médio,False,518,2024-12-01,False,C2
3772,46,3047.61,Zona Norte,Superior,False,542,2024-06-19,True,B2
3773,30,3748.0,Zona Sul,Fundamental,False,498,2024-11-09,True,B2
3774,40,2070.31,Zona Sul,Médio,False,496,2024-05-28,True,C2
3775,38,4728.93,Zona Oeste,Médio,True,546,2024-05-26,True,B2
3776,35,3367.85,Zona Oeste,Médio,False,410,2024-03-01,True,B2
3777,29,4542.53,Zona Sul,Médio,True,367,2024-05-10,True,B3
3778,34,1450.75,Zona Sul,Fundamental,False,507,2024-08-08,True,C2
3779,36,1285.91,Zona Oeste,Técnico,True,300,2024-02-02,False,C3
3780,41,2353.7,Zona Oeste,Superior,False,501,2024-05-16,True,C2
3781,50,3851.13,Zona Norte,Superior,False,561,2024-03-28,True,B2
3782,26,1639.13,Zona Oeste,Médio,False,565,2024-09-13,False,C2
3783,44,4201.01,Baixada,Médio,False,628,2024-10-24,True,B2
3784,36,1320.4,Zona Sul,Médio,False,560,2024-01-14,True,C2
3785,48,1586.79,Zona Oeste,Fundamental,True,625,2024-08-12,True,C2
3786,51,800.0,Baixada,Médio,False,539,2024-04-17,True,C2
3787,46,3740.43,Zona Leste,Superior,False,665,2024-09-06,False,B1
3788,48,1340.83,Grande ABC,Fundamental,False,495,2024-08-07,False,C2
3789,38,2141.84,Grande ABC,Fundamental,False,577,2024-04-10,False,C2
3790,43,2690.25,Zona Sul,Médio,True,514,2024-05-23,False,B2
3791,42,2100.67,Zona Sul,Médio,False,553,2024-05-16,True,C2
3792,27,6553.13,Zona Leste,Fundamental,False,573,2024-07-07,False,A2
3793,31,1340.49,Zona Sul,Fundamental,False,481,2024-06-25,False,C2
3794,35,1208.12,Baixada,Médio,False,574,2024-01-24,True,C2
3795,41,902.63,Grande ABC,Médio,True,534,2024-08-27,True,C2
3796,52,4905.07,Grande ABC,Superior,False,559,2024-01-15,True,B2
3797,44,5102.97,Zona Oeste,Médio,False,545,2024-09-21,True,A2
3798,47,800.0,Zona Oeste,Fundamental,True,454,2024-07-03,True,C2
3799,38,1698.13,Zona Norte,Médio,False,560,2024-12-08,False,C2
3800,40,5264.82,Zona Sul,Fundamental,False,523,2024-04-20,False,A2
3801,36,2853.63,Zona Sul,Médio,False,523,2024-01-21,False,B2
3802,44,5450.6,Zona Norte,Superior,True,408,2024-01-15,False,A2
3803,39,803.41,Zona Norte,Médio,False,509,2024-06-20,False,C2
3804,28,2685.27,Zona Norte,Médio,False,532,2024-02-02,True,B2
3805,33,7986.29,Zona Sul,Fundamental,False,444,2024-08-01,False,A2
3806,42,5824.17,Zona Leste,Fundamental,False,605,2024-09-20,True,A2
3807,31,3480.58,Zona Norte,Médio,False,562,2024-07-16,False,B2
3808,48,1300.71,Zona Leste,Médio,True,666,2024-10-26,False,C1
3809,25,1299.16,Baixada,Fundamental,True,453,2024-03-01,False,C2
3810,54,1263.42,Zona Oeste,Fundamental,False,561,2024-09-14,True,C2
3811,30,1327.9,Zona Sul,Médio,False,428,2024-04-26,True,C2
3812,25,1533.35,Zona Leste,Superior,False,544,2024-03-30,False,C2
3813,42,1055.1,Zona Leste,Médio,True,644,2024-05-02,True,C2
3814,40,2816.16,Zona Norte,Fundamental,False,698,2024-05-31,False,B1
3815,38,1630.61,Grande ABC,Médio,False,398,2024-11-04,True,C3
3816,30,2220.5,Zona Leste,Médio,True,387,2024-12-03,True,C3
3817,29,2352.0,Zona Sul,Médio,False,684,2024-07-03,True,C1
3818,36,5266.71,Zona Oeste,Fundamental,False,623,2024-09-14,True,A2
3819,35,5244.19,Zona Oeste,Técnico,False,507,2024-02-09,True,A2
3820,41,2502.6,Zona Sul,Superior,False,653,2024-05-08,True,B1
3821,40,2499.01,Zona Norte,Fundamental,True,593,2024-04-01,True,C2
3822,44,859.88,Zona Leste,Médio,False,438,2024-04-30,True,C2
3823,29,2319.5,Zona Sul,Superior,False,502,2024-09-01,False,C2
3824,53,1014.97,Zona Sul,Fundamental,False,705,2024-06-29,True,C1
3825,37,2052.2,Zona Sul,Técnico,False,382,2024-05-21,True,C3
3826,45,1120.89,Grande ABC,Médio,True,585,2024-02-23,False,C2
3827,30,2257.36,Baixada,Técnico,True,348,2024-01-27,True,C3
3828,54,2922.61,Zona Oeste,Fundamental,False,581,2024-02-16,False,B2
3829,35,4528.95,Zona Leste,Médio,False,532,2024-12-01,True,B2
3830,42,2373.43,Grande ABC,Médio,True,477,2024-05-28,True,C2
3831,35,4730.59,Zona Oeste,Técnico,False,462,2024-10-11,True,B2
3832,29,3749.6,Zona Leste,Superior,False,440,2024-10-01,True,B2
3833,42,6494.53,Zona Oeste,Superior,False,459,2024-02-23,True,A2
3834,43,4027.99,Zona Leste,Médio,False,576,2024-07-04,True,B2
3835,48,2459.59,Zona Norte,Médio,True,506,2024-11-04,False,C2
3836,30,2226.14,Zona Leste,Superior,True,471,2024-02-28,False,C2
3837,43,2120.6,Zona Norte,Fundamental,False,649,2024-10-11,True,C2
3838,52,2436.86,Zona Sul,Técnico,False,573,2024-05-09,True,C2
3839,49,1136.32,Zona Sul,Médio,False,427,2024-03-22,False,C2
3840,26,1172.5,Zona Sul,Fundamental,True,372,2024-06-01,False,C3
3841,26,3425.32,Zona Norte,Médio,True,680,2024-05-26,True,B1
3842,42,3171.92,Zona Oeste,Fundamental,False,468,2024-06-09,False,B2
3843,38,2974.07,Zona Sul,Técnico,False,568,2024-02-04,False,B2
3844,40,1255.16,Zona Sul,Médio,True,535,2024-07-18,True,C2
3845,53,1141.23,Zona Leste,Superior,False,595,2024-03-19,True,C2
3846,40,1030.97,Grande ABC,Superior,True,422,2024-10-14,True,C2
3847,30,3397.96,Zona Norte,Fundamental,False,537,2024-07-30,True,B2
3848,26,1554.67,Zona Leste,Médio,False,400,2024-05-12,False,C3
3849,30,1359.97,Zona Oeste,Médio,False,498,2024-02-09,True,C2
3850,44,4318.79,Zona Leste,Médio,True,433,2024-12-30,True,B2
3851,31,2488.19,Baixada,Médio,False,703,2024-08-31,True,C1
3852,28,1327.96,Zona Sul,Superior,False,636,2024-05-22,False,C2
3853,39,1836.9,Zona Sul,Técnico,False,615,2024-08-04,True,C2
3854,27,2064.47,Zona Leste,Médio,False,613,2024-06-14,True,C2
3855,44,2002.13,Zona Oeste,Médio,False,565,2024-10-11,True,C2
3856,41,3724.04,Zona Sul,Técnico,True,348,2024-01-05,False,B3
3857,39,3807.77,Grande ABC,Médio,True,574,2024-04-29,True,B2
3858,31,1254.72,Zona Leste,Fundamental,False,511,2024-03-29,True,C2
3859,49,3154.92,Zona Leste,Fundamental,False,403,2024-03-29,False,B2
3860,38,2130.11,Zona Sul,Técnico,False,418,2024-12-03,True,C2
3861,25,1270.34,Zona Norte,Fundamental,True,531,2024-10-11,False,C2
3862,27,4646.78,Zona Leste,Fundamental,True,681,2024-07-10,True,B1
3863,30,4956.37,Zona Norte,Médio,False,541,2024-05-19,True,B2
3864,48,2110.34,Zona Leste,Técnico,False,647,2024-03-18,False,C2
3865,41,4080.02,Zona Oeste,Fundamental,True,505,2024-12-24,True,B2
3866,43,2200.05,Zona Sul,Médio,False,444,2024-09-25,False,C2
3867,30,1723.37,Zona Leste,Médio,False,419,2024-07-26,True,C2
3868,37,5982.4,Zona Leste,Superior,True,529,2024-02-02,True,A2
3869,30,4149.22,Zona Sul,Fundamental,True,564,2024-08-10,True,B2
3870,33,1592.13,Zona Norte,Médio,False,541,2024-06-28,True,C2
3871,40,2479.32,Zona Norte,Médio,False,486,2024-08-02,True,C2
3872,37,2970.55,Zona Sul,Médio,True,502,2024-02-15,True,B2
3873,41,1206.01,Zona Oeste,Técnico,True,464,2024-07-23,True,C2
3874,26,2111.0,Zona Oeste,Fundamental,False,551,2024-08-01,True,C2
3875,35,3194.19,Zona Leste,Superior,True,507,2024-03-28,True,B2
3876,44,3233.22,Zona Leste,Médio,True,471,2024-10-13,False,B2
3877,36,2496.87,Zona Sul,Fundamental,True,526,2024-06-22,True,C2
3878,48,4407.04,Zona Oeste,Médio,False,501,2024-12-05,False,B2
3879,43,1756.13,Zona Leste,Médio,False,549,2024-05-21,True,C2
3880,26,5593.34,Zona Norte,Fundamental,True,512,2024-05-01,False,A2
3881,29,1685.86,Zona Sul,Médio,True,510,2024-09-14,False,C2
3882,41,4386.1,Zona Leste,Superior,True,597,2024-04-19,True,B2
3883,35,5649.64,Zona Sul,Médio,False,402,2024-02-28,True,A2
3884,53,4076.96,Zona Sul,Fundamental,False,573,2024-03-07,True,B2
3885,42,1062.82,Zona Sul,Superior,False,574,2024-08-09,False,C2
3886,40,1577.33,Zona Leste,Superior,False,482,2024-02-08,False,C2
3887,33,2016.06,Zona Norte,Médio,True,556,2024-05-08,False,C2
3888,26,4756.43,Zona Norte,Fundamental,False,430,2024-11-04,True,B2
3889,37,2017.63,Zona Norte,Técnico,False,460,2024-03-19,False,C2
3890,42,5513.3,Zona Sul,Médio,True,527,2024-04-22,False,A2
3891,35,1829.95,Zona Oeste,Técnico,False,517,2024-05-25,True,C2
3892,41,3456.3,Zona Oeste,Fundamental,False,495,2024-12-11,True,B2
3893,37,6703.88,Zona Norte,Superior,True,464,2024-09-28,True,A2
3894,35,1094.44,Zona Sul,Médio,True,485,2024-03-16,True,C2
3895,35,5060.59,Zona Oeste,Técnico,False,537,2024-12-09,False,A2
3896,49,2901.64,Zona Sul,Médio,True,495,2024-12-13,True,B2
3897,38,3030.75,Zona Norte,Médio,False,496,2024-08-26,False,B2
3898,39,2324.28,Zona Leste,Médio,False,506,2024-05-23,True,C2
3899,40,3534.99,Zona Leste,Médio,True,732,2024-02-06,True,B1
3900,26,1832.36,Zona Sul,Fundamental,True,466,2024-07-31,True,C2
3901,32,2306.08,Zona Norte,Superior,True,442,2024-12-25,True,C2
3902,47,2534.37,Zona Leste,Técnico,True,603,2024-01-23,True,B2
3903,40,922.73,Baixada,Médio,True,707,2024-12-19,True,C1
3904,31,995.31,Zona Sul,Médio,False,544,2024-01-07,True,C2
3905,50,2683.08,Zona Norte,Técnico,False,470,2024-01-19,True,B2
3906,50,1897.28,Zona Sul,Médio,True,427,2024-08-07,True,C2
3907,25,5203.82,Zona Norte,Superior,True,606,2024-07-01,True,A2
3908,37,2381.37,Zona Oeste,Médio,True,546,2024-10-23,False,C2
3909,25,2130.26,Zona Norte,Superior,False,608,2024-12-04,False,C2
3910,40,2287.82,Zona Leste,Médio,True,645,2024-07-23,True,C2
3911,36,3374.42,Zona Sul,Fundamental,True,514,2024-09-15,True,B2
3912,51,3268.65,Zona Oeste,Médio,False,509,2024-01-29,True,B2
3913,40,2294.02,Baixada,Fundamental,False,497,2024-09-08,True,C2
3914,42,3543.39,Zona Oeste,Técnico,False,495,2024-10-29,False,B2
3915,42,3967.75,Zona Oeste,Fundamental,True,611,2024-12-07,True,B2
3916,42,3452.19,Zona Sul,Superior,False,508,2024-03-22,False,B2
3917,30,3427.28,Zona Leste,Superior,False,633,2024-12-12,True,B2
3918,27,3067.34,Zona Sul,Fundamental,False,441,2024-10-09,False,B2
3919,33,2558.95,Zona Norte,Fundamental,False,438,2024-01-02,False,B2
3920,53,1559.42,Zona Norte,Médio,True,462,2024-11-09,True,C2
3921,40,4945.33,Zona Oeste,Fundamental,True,478,2024-09-12,True,B2
3922,43,2823.11,Zona Oeste,Médio,True,570,2024-05-07,True,B2
3923,54,7507.23,Zona Leste,Médio,False,662,2024-01-11,True,A1
3924,42,1178.35,Zona Leste,Médio,False,462,2024-03-27,True,C2
3925,35,1965.89,Grande ABC,Técnico,False,466,2024-02-22,True,C2
3926,31,2266.22,Zona Leste,Médio,True,430,2024-12-10,True,C2
3927,52,3468.33,Zona Sul,Fundamental,True,485,2024-11-10,False,B2
3928,31,2455.51,Zona Norte,Superior,True,574,2024-07-14,True,C2
3929,27,3131.67,Zona Norte,Médio,True,617,2024-10-16,False,B2
3930,28,2590.98,Grande ABC,Técnico,False,666,2024-02-01,True,B1
3931,43,2009.95,Zona Sul,Técnico,True,423,2024-07-25,True,C2
3932,41,2373.3,Zona Norte,Médio,True,547,2024-03-22,False,C2
3933,30,4641.41,Zona Sul,Fundamental,False,516,2024-03-12,True,B2
3934,44,6279.89,Zona Norte,Superior,False,441,2024-03-12,True,A2
3935,37,4491.92,Zona Leste,Superior,False,544,2024-10-03,False,B2
3936,42,1920.56,Zona Leste,Técnico,True,562,2024-11-03,True,C2
3937,41,2316.89,Zona Leste,Fundamental,True,421,2024-06-20,True,C2
3938,26,2214.95,Zona Oeste,Fundamental,False,481,2024-11-27,True,C2
3939,31,2451.53,Zona Leste,Superior,True,537,2024-09-07,False,C2
3940,40,874.95,Zona Oeste,Médio,True,723,2024-05-09,False,C1
3941,39,4237.13,Zona Norte,Técnico,False,634,2024-07-12,False,B2
3942,40,1535.9,Baixada,Médio,True,509,2024-04-18,True,C2
3943,43,1761.02,Zona Leste,Médio,False,721,2024-03-07,True,C1
3944,54,2464.64,Grande ABC,Fundamental,True,525,2024-05-13,True,C2
3945,31,5504.88,Zona Oeste,Médio,True,585,2024-06-13,True,A2
3946,36,6465.96,Zona Leste,Médio,False,539,2024-12-14,True,A2
3947,44,3539.07,Zona Sul,Médio,True,490,2024-06-11,True,B2
3948,43,2892.64,Grande ABC,Técnico,False,516,2024-06-14,True,B2
3949,36,5626.86,Zona Sul,Fundamental,False,460,2024-12-05,True,A2
3950,30,2094.2,Zona Norte,Médio,True,466,2024-06-27,True,C2
3951,49,5349.54,Zona Oeste,Fundamental,False,485,2024-05-31,True,A2
3952,53,4234.26,Zona Norte,Fundamental,True,303,2024-11-17,True,B3
3953,53,2281.02,Zona Leste,Fundamental,False,411,2024-01-16,True,C2
3954,44,1632.96,Zona Oeste,Médio,False,501,2024-10-22,True,C2
3955,35,1559.29,Zona Leste,Técnico,True,617,2024-03-26,True,C2
3956,42,1689.19,Zona Sul,Fundamental,False,599,2024-11-13,True,C2
3957,43,5416.07,Zona Leste,Fundamental,True,478,2024-02-06,True,A2
3958,37,2970.01,Zona Oeste,Técnico,True,641,2024-05-25,True,B2
3959,41,1794.83,Zona Sul,Técnico,True,415,2024-05-05,True,C2
3960,53,2390.26,Zona Oeste,Fundamental,True,554,2024-08-24,False,C2
3961,51,2710.23,Zona Oeste,Médio,False,550,2024-02-21,True,B2
3962,27,2040.65,Zona Oeste,Fundamental,True,469,2024-03-09,True,C2
3963,31,1177.82,Zona Leste,Médio,False,503,2024-02-03,True,C2
3964,45,2707.84,Zona Oeste,Médio,True,397,2024-12-16,True,B3
3965,26,4720.66,Zona Norte,Fundamental,True,591,2024-04-05,False,B2
3966,35,3300.61,Zona Leste,Médio,False,429,2024-04-06,True,B2
3967,28,4313.11,Zona Norte,Médio,False,543,2024-01-06,True,B2
3968,38,4121.62,Zona Norte,Técnico,True,476,2024-11-08,True,B2
3969,44,3908.16,Baixada,Médio,True,582,2024-10-05,False,B2
3970,39,1945.11,Zona Leste,Médio,True,668,2024-06-16,False,C1
3971,53,6089.83,Grande ABC,Técnico,True,365,2024-09-01,False,A3
3972,25,2310.12,Zona Norte,Fundamental,False,438,2024-07-10,False,C2
3973,44,3297.78,Zona Norte,Médio,True,559,2024-09-09,True,B2
3974,37,1555.42,Zona Oeste,Médio,False,466,2024-09-07,True,C2
3975,26,2348.79,Zona Norte,Médio,True,467,2024-06-07,False,C2
3976,33,1692.25,Zona Leste,Técnico,True,504,2024-02-11,True,C2
3977,38,3114.82,Grande ABC,Médio,False,525,2024-09-06,True,B2
3978,41,3676.19,Zona Oeste,Médio,True,496,2024-02-29,True,B2
3979,44,1746.19,Zona Norte,Médio,True,541,2024-02-06,False,C2
3980,26,2149.14,Zona Leste,Fundamental,True,611,2024-02-18,False,C2
3981,35,1074.88,Zona Norte,Médio,True,462,2024-04-15,True,C2
3982,25,2832.03,Zona Sul,Fundamental,True,494,2024-07-26,True,B2
3983,31,4505.02,Zona Leste,Médio,True,516,2024-01-31,False,B2
3984,34,1736.96,Zona Leste,Fundamental,False,537,2024-08-22,False,C2
3985,44,1064.0,Zona Norte,Médio,True,541,2024-05-16,True,C2
3986,41,2891.68,Zona Oeste,Médio,True,557,2024-09-08,False,B2
3987,32,2517.62,Zona Norte,Superior,False,430,2024-02-18,True,B2
3988,31,1584.58,Zona Leste,Fundamental,False,603,2024-05-19,False,C2
3989,38,6327.46,Baixada,Superior,False,607,2024-07-07,False,A2
3990,44,3631.87,Zona Sul,Técnico,True,624,2024-08-19,False,B2
3991,41,2868.11,Zona Sul,Fundamental,False,663,2024-05-23,True,B1
3992,38,2827.31,Zona Oeste,Superior,True,687,2024-01-21,True,B1
3993,34,2839.18,Baixada,Médio,False,680,2024-05-09,False,B1
3994,52,2008.62,Zona Norte,Médio,False,447,2024-02-09,False,C2
3995,31,1890.61,Zona Leste,Fundamental,False,495,2024-04-10,True,C2
3996,28,3567.52,Zona Oeste,Médio,False,612,2024-09-29,False,B2
3997,35,933.72,Zona Leste,Médio,False,369,2024-10-30,True,C3
3998,42,2094.05,Zona Norte,Médio,False,473,2024-08-29,False,C2
3999,43,1474.39,Zona Leste,Médio,False,520,2024-05-26,True,C2
4000,26,2979.16,Zona Leste,Superior,False,686,2024-09-13,False,B1
4001,37,3882.47,Zona Norte,Médio,False,576,2024-02-02,True,B2
4002,50,1901.06,Zona Oeste,Médio,False,636,2024-02-15,True,C2
4003,45,4355.5,Grande ABC,Técnico,False,524,2024-07-02,False,B2
4004,39,3976.05,Zona Oeste,Técnico,False,508,2024-09-23,False,B2
4005,31,2240.18,Zona Sul,Técnico,True,462,2024-04-03,True,C2
4006,36,1797.67,Zona Leste,Médio,False,502,2024-05-20,True,C2
4007,48,2506.86,Zona Norte,Fundamental,False,486,2024-05-26,True,B2
4008,29,1736.14,Zona Oeste,Fundamental,True,502,2024-01-18,False,C2
4009,28,902.78,Zona Sul,Fundamental,False,518,2024-02-08,False,C2
4010,36,2814.08,Zona Sul,Fundamental,True,601,2024-10-10,True,B2
4011,37,1417.26,Zona Norte,Fundamental,True,452,2024-12-09,True,C2
4012,36,6285.32,Zona Leste,Fundamental,False,595,2024-03-19,True,A2
4013,29,2551.06,Baixada,Fundamental,True,713,2024-06-06,False,B1
4014,40,3103.94,Zona Sul,Superior,False,559,2024-05-03,True,B2
4015,35,3825.79,Zona Oeste,Fundamental,False,492,2024-02-29,True,B2
4016,37,2730.69,Grande ABC,Superior,True,458,2024-07-11,True,B2
4017,29,4644.06,Zona Leste,Médio,False,524,2024-03-16,True,B2
4018,44,7564.33,Zona Norte,Técnico,True,517,2024-06-05,True,A2
4019,45,2495.08,Zona Sul,Médio,True,475,2024-01-14,False,C2
4020,27,1277.07,Zona Sul,Fundamental,False,534,2024-04-19,False,C2
4021,34,2905.69,Zona Norte,Fundamental,True,481,2024-09-24,False,B2
4022,40,1437.92,Grande ABC,Superior,True,562,2024-09-05,False,C2
4023,38,2607.02,Zona Oeste,Fundamental,True,496,2024-11-16,False,B2
4024,34,1737.49,Zona Leste,Médio,False,589,2024-08-05,False,C2
4025,27,1401.2,Zona Oeste,Fundamental,False,374,2024-04-04,True,C3
4026,28,2118.57,Zona Sul,Técnico,True,453,2024-03-06,False,C2
4027,33,8000.0,Baixada,Fundamental,False,464,2024-07-15,False,A2
4028,32,2309.72,Zona Sul,Médio,True,536,2024-09-09,False,C2
4029,31,2306.28,Zona Leste,Superior,False,634,2024-02-27,True,C2
4030,47,2820.99,Zona Oeste,Médio,False,631,2024-08-27,True,B2
4031,54,2270.32,Zona Sul,Técnico,False,421,2024-05-18,True,C2
4032,54,1720.92,Zona Oeste,Superior,False,540,2024-06-26,False,C2
4033,38,6894.01,Zona Sul,Fundamental,False,570,2024-09-28,False,A2
4034,41,4783.07,Zona Norte,Médio,False,502,2024-03-05,True,B2
4035,29,1930.3,Grande ABC,Técnico,False,482,2024-06-05,True,C2
4036,30,2555.84,Zona Leste,Médio,False,428,2024-11-28,True,B2
4037,38,3418.74,Zona Oeste,Médio,False,651,2024-12-18,True,B1
4038,41,2595.29,Zona Oeste,Médio,True,704,2024-06-14,False,B1
4039,49,4050.23,Zona Leste,Médio,False,339,2024-10-05,False,B3
4040,37,3825.19,Zona Norte,Superior,True,452,2024-10-05,True,B2
4041,32,2638.73,Zona Norte,Superior,True,453,2024-08-04,False,B2
4042,36,3733.51,Zona Leste,Fundamental,False,610,2024-07-15,False,B2
4043,39,4826.98,Zona Leste,Médio,True,591,2024-01-25,True,B2
4044,53,1178.91,Zona Sul,Médio,False,545,2024-01-31,True,C2
4045,41,1682.75,Zona Leste,Médio,True,464,2024-09-17,True,C2
4046,45,1922.95,Zona Sul,Superior,False,563,2024-12-23,True,C2
4047,37,1668.73,Zona Leste,Médio,False,510,2024-10-09,True,C2
4048,28,3239.79,Zona Oeste,Médio,True,499,2024-10-05,True,B2
4049,50,2270.8,Zona Leste,Médio,False,599,2024-03-24,True,C2
4050,39,1642.41,Baixada,Fundamental,False,535,2024-09-03,True,C2
4051,34,1807.22,Zona Leste,Superior,True,383,2024-08-11,True,C3
4052,52,1628.58,Zona Norte,Médio,True,498,2024-10-26,True,C2
4053,44,3163.57,Zona Sul,Fundamental,True,609,2024-02-22,False,B2
4054,34,2600.5,Grande ABC,Médio,False,587,2024-04-14,True,B2
4055,50,2406.42,Zona Norte,Médio,False,465,2024-10-18,True,C2
4056,32,2938.98,Zona Oeste,Fundamental,True,478,2024-03-22,True,B2
4057,41,2101.62,Zona Leste,Fundamental,True,519,2024-02-09,True,C2
4058,30,8000.0,Zona Sul,Técnico,False,475,2024-05-10,True,A2
4059,35,3220.44,Zona Sul,Médio,False,387,2024-02-07,True,B3
4060,34,4012.81,Zona Oeste,Fundamental,True,568,2024-04-03,False,B2
4061,48,3423.54,Zona Leste,Superior,False,618,2024-12-08,True,B2
4062,27,1349.27,Zona Norte,Médio,False,435,2024-10-02,False,C2
4063,28,2494.55,Zona Leste,Fundamental,False,418,2024-05-22,True,C2
4064,33,3315.87,Baixada,Técnico,True,390,2024-01-18,False,B3
4065,33,2298.33,Zona Oeste,Médio,True,616,2024-11-26,True,C2
4066,36,940.61,Baixada,Técnico,False,564,2024-09-16,True,C2
4067,43,2257.32,Zona Oeste,Médio,True,643,2024-06-28,True,C2
4068,35,1200.5,Zona Leste,Médio,False,509,2024-03-22,False,C2
4069,35,2562.19,Grande ABC,Médio,False,592,2024-05-30,True,B2
4070,27,3733.11,Zona Oeste,Fundamental,False,589,2024-04-07,True,B2
